#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2020-03-24-00-39-41
#fields	
#types	
ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	version	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	tags	username	password	proxied	orig_fuids	orig_filenames	orig_mime_types	resp_fuids	resp_filenames	resp_mime_types
1258398127.925954	CHIGZqjmCkJKNOaf4	192.168.1.102	3125	216.155.207.26	80	1	GET	cm.npc-hearst.overture.com	/js_flat_1_0/?config=2130893885&source=npc_hearst_sanfranciscochronicle_t2_ctxt&maxCount=3&outputCharEnc=latin1&ctxtId=sports_sanfranciscochronicle&type=sports_sanfranciscochronicle&type=sports&ctxtUrl=http://www.sfgate.com/sports/	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1644	200	OK	-	-	(empty)	-	-	-	-	-	-	FoLADONfiiS3DxCxj	-	text/plain
1258398128.122081	C0b6814zIPJrIwpNG1	192.168.1.102	3127	208.111.148.7	80	1	GET	admin.brightcove.com	/js/BrightcoveExperiences.js	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	11527	200	OK	-	-	(empty)	-	-	-	-	-	-	FLnfLB3fD8ntr6sbU1	-	text/plain
1258398128.106093	C2xnzC324dJrOzsLci	192.168.1.102	3126	98.136.10.32	80	1	GET	open.ad.yieldmanager.net	/a1?V=3&pubId=22658131511&site=SFGate&cntTy=js&cTopId=20354001&cSctn=Main Page&ctLng=en-US&tagTy=multi_secure&nAdP=10&rFrame=1&flv=nf&cb=1258398321103&url=http://www.sfgate.com/sports/&sz0=728x90&dlv0=ipatf&cCat0=SportsMain&sltId0=0&sz1=300x250&dlv1=ipatf&cCat1=SportsMain&sltId1=1&sz2=300x600&dlv2=ipatf&cCat2=SportsMain&sltId2=2&sz3=234x60&dlv3=ipatf&cCat3=SportsMain&sltId3=3&sz4=30x30&dlv4=ipatf&cCat4=SportsMain&sltId4=4&sz5=130x70&dlv5=ipbtf&cCat5=SportsMain&sltId5=5&sz6=130x70&dlv6=ipbtf&cCat6=SportsMain&sltId6=6&sz7=130x70&dlv7=ipbtf&cCat7=SportsMain&sltId7=7&sz8=130x70&dlv8=ipbtf&cCat8=SportsMain&sltId8=8&sz9=130x70&dlv9=ipatf&cCat9=SportsMain&sltId9=9&ref=http://www.sfgate.com/&byt=<head>\x0a\x0a<!-- types/widgets/pages/common/page.tmpl sports/index.html generated by index on Mon 16 Nov 2009 11:04:00 AM PST -->\x0a<title>SFGate Sports News \xe2\x80\x94 San Francisco Bay Area Game Schedules, Scores, Sports Columns, Team Stats &amp; News</title>\x0a<meta http-equiv="content-type" content="text/html; charset=iso-8859-1">\x0a<meta name="description" content="Sports news for San Francisco Bay Area teams 49ers, Raiders, Giants, Oakland A's, Warriors, &amp; Sharks. SFGate covers professional, college and 	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	13830	200	OK	-	-	(empty)	-	-	-	-	-	-	FdY0Fo3qI8F8SvgUdl	-	text/plain
1258398128.407251	CImtr9DpuDUa3C0ad	192.168.1.102	3118	198.189.255.74	80	3	-	-	-	-	1.1	-	0	727	200	OK	-	-	(empty)	-	-	-	-	-	-	FHvTyq1eQEhGLLJZP1	-	image/gif
1258398128.569801	CDEMzQ2u02Vq4R0oRg	192.168.1.102	3130	198.189.255.89	80	1	GET	d3.zedo.com	/jsc/d3/fo.js	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	3602	200	OK	-	-	(empty)	-	-	-	-	-	-	FTxOOL267YZbMQlWN3	-	text/plain
1258398128.646998	CuLpZm2g8p83dxfTY6	192.168.1.102	3131	198.189.255.74	80	1	GET	d7.zedo.com	/bar/v15-300/d3/jsc/fm.js?c=8/1&f=&n=1073&r=5&d=14&q=&s=1&z=0.506136420289943	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1781	200	OK	-	-	(empty)	-	-	-	-	-	-	FrpChC0DizDhRZxZ3	-	text/plain
1258398129.398031	Cu0L8D4rsI9KjDmSMa	192.168.1.102	3132	66.114.48.64	80	1	GET	cdn.undertone.com	/js/ajs.js	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	739	200	OK	-	-	(empty)	-	-	-	-	-	-	Fb5vUrNhsFkJpswMa	-	text/plain
1258398129.716080	CWAduH34nMOSAxUjma	192.168.1.102	3133	96.7.157.95	80	1	GET	ads.undertone.com	/ajs.php?&zoneid=180&cb=47244367040&exclude=,&loc=http://www.sfgate.com/sports/&referer=http://www.sfgate.com/	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	433	200	OK	-	-	(empty)	-	-	-	-	-	-	FzbyOl4PtcqsW9XLK1	-	text/plain
1258398129.845503	CuLpZm2g8p83dxfTY6	192.168.1.102	3131	198.189.255.74	80	2	GET	d7.zedo.com	/bar/v15-300/d3/jsc/fm.js?c=1&f=&n=1073&r=5&d=14&q=intercept&s=1&z=0.14666027837805462	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	2721	200	OK	-	-	(empty)	-	-	-	-	-	-	Fp0f6w3LlIQeKi3Lmc	-	text/plain
1258398130.004150	C6zOfP09Relyex0n2	192.168.1.102	3134	63.211.147.11	80	1	GET	h.zedo.com	/init/0.8391414086768558/g.gif	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	42	200	OK	-	-	(empty)	-	-	-	-	-	-	F5cnTl42XmVrsvmYCj	-	image/gif
1258398130.011896	CO535B4r90zXCqAGE7	192.168.1.102	3135	198.189.255.90	80	1	GET	uac.advertising.com	/wrapper/aceUAC.js	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	11244	200	OK	-	-	(empty)	-	-	-	-	-	-	F8gxwR2PxIcaLJleqe	-	text/plain
1258398130.042125	C4RWf14kX93GzQ7vhk	192.168.1.102	3136	66.114.48.31	80	1	GET	simg.zedo.com	/speed-test/10k.gif?0.8798829308961883	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	10239	200	OK	-	-	(empty)	-	-	-	-	-	-	F5bNkn3jYg1F0Hb6G1	-	image/gif
1258398130.092595	CuLpZm2g8p83dxfTY6	192.168.1.102	3131	198.189.255.74	80	3	GET	d7.zedo.com	/img/x.gif?x=21&z=0.5224688042820488	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	109	200	OK	-	-	(empty)	-	-	-	-	-	-	F2JFln3y3EN3At3Xll	-	text/plain
1258398130.171290	CzcF2J3cvWnWiaJei7	192.168.1.102	3137	64.236.85.151	80	1	GET	servedby.advertising.com	/site=711921/size=728090/u=1/bnum=65056412/hr=11/hl=34/c=3/scres=4/swh=1024x768/tile=1/f=0/r=1/optn=1/fv=0/dref=http%3A%2F%2Fwww.sfgate.com%2Fsports%2F	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	306	302	Found	-	-	(empty)	-	-	-	-	-	-	Fu0X6Gf6aNPlLRipl	-	text/html
1258398130.198776	CUC8LnGCXIwtBqIoi	192.168.1.102	3138	64.236.85.151	80	1	GET	servedby.advertising.com	/ctst=1/site=711921/size=728090/u=1/bnum=65056412/hr=11/hl=34/c=3/scres=4/swh=1024x768/tile=1/f=0/r=1/optn=1/fv=0/dref=http://www.sfgate.com/sports/	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	352	200	OK	-	-	(empty)	-	-	-	-	-	-	FOfiZo4BnRRjl4mIt3	-	text/plain
1258398133.683088	C4atRP3asCbZedk4Lk	192.168.1.102	3139	198.189.255.81	80	1	GET	hs.interpolls.com	/inter_2_245.js	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	20070	200	OK	-	-	(empty)	-	-	-	-	-	-	F6J0J92KQtjvJ7RnKc	-	text/plain
1258398134.651738	C4atRP3asCbZedk4Lk	192.168.1.102	3139	198.189.255.81	80	2	GET	hs.interpolls.com	/cache/unilever/caress09/728/inter_1022.poll	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	30727	200	OK	-	-	(empty)	-	-	-	-	-	-	FySFsFNcwDN3bN9Wc	-	text/plain
1258398136.293201	C4atRP3asCbZedk4Lk	192.168.1.102	3139	198.189.255.81	80	3	GET	hs.interpolls.com	/imprimage.poll?a=60440&c=1022&p=1&t=9&i=0&rnd=519154495233775900	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	47	200	OK	-	-	(empty)	-	-	-	-	-	-	FRxkSR1G7f1pVJj6B1	-	image/gif
1258398136.342921	CYnTaUCIobwn1elQl	192.168.1.102	3141	198.189.255.81	80	1	GET	hs.interpolls.com	/creative/e/7/13dy.jpg	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	15473	200	OK	-	-	(empty)	-	-	-	-	-	-	F7yCR42OkV62N39zld	-	image/jpeg
1258398136.294944	CVUwt62MXYGk9zZYia	192.168.1.102	3140	74.125.19.149	80	1	GET	ad.doubleclick.net	/ad/N1243.Advertising.com/B3514054.2;sz=1x1;ord=519154495233775900	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	0	302	Moved Temporarily	-	-	(empty)	-	-	-	-	-	-	-	-	-
1258398136.446355	CGXyxekswGdJ8zPRa	192.168.1.102	3142	198.189.255.81	80	1	GET	hs.interpolls.com	/spacer.gif	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	43	200	OK	-	-	(empty)	-	-	-	-	-	-	F4KpPr5E0nS50k5kg	-	image/gif
1258398136.478334	CAKXuL4gQX4Hyyx42	192.168.1.102	3124	198.189.255.74	80	2	GET	imgs.sfgate.com	/graphics/sitenav/brand_sfgate154x30.gif	http://imgs.sfgate.com/css1258397853/sitewide/css/sitewide.css	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1911	200	OK	-	-	(empty)	-	-	-	-	-	-	FsnItTwRZHDt5HINl	-	image/gif
1258398136.478831	CnQwEr31CZfrZ1uFni	192.168.1.102	3143	66.114.48.31	80	1	GET	d13.zedo.com	/jsc/d3/zpu.html?f=1;z=2-108	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1348	200	OK	-	-	(empty)	-	-	-	-	-	-	F1Ghwx3ak9jyAAA5ch	-	text/html
1258398136.564630	CImtr9DpuDUa3C0ad	192.168.1.102	3118	198.189.255.74	80	4	-	-	-	-	1.1	-	0	2359	200	OK	-	-	(empty)	-	-	-	-	-	-	FU4udf2cvOu0PZ4XEa	-	image/gif
1258398136.662475	CjxUTA1NuavDO6O0Og	192.168.1.102	3144	198.189.255.74	80	1	GET	imgs.sfgate.com	/graphics/homev3/sitenav/main_sports.gif	http://imgs.sfgate.com/css1258397853/sitewide/css/sitewide.css	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	7734	200	OK	-	-	(empty)	-	-	-	-	-	-	F3y4ZRrwgLWmfQIZb	-	image/gif
1258398137.179397	CwrOSD2stCctkzWUp4	192.168.1.102	3145	198.189.255.74	80	1	GET	imgs.sfgate.com	/graphics/utils/myfeeds_icon.gif	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1976	200	OK	-	-	(empty)	-	-	-	-	-	-	F291UdKrBNgAGESs6	-	image/gif
1258398137.183392	CSJO8j2gZQEelvBXUk	192.168.1.102	3146	198.189.255.74	80	1	GET	imgs.sfgate.com	/graphics/utils/rss_icon.gif	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1025	200	OK	-	-	(empty)	-	-	-	-	-	-	FXOhoj4ubDZKYcUfB9	-	image/gif
1258398137.189137	CUmKe622JJLVGKgNNa	192.168.1.102	3148	74.125.19.148	80	1	GET	s0.2mdn.net	/viewad/441877/8-invisible.gif	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	43	200	OK	-	-	(empty)	-	-	-	-	-	-	FZsqjr16qMwrmA93wd	-	image/gif
1258398137.175897	CjLHLf4xXUqJEWjgP	192.168.1.102	3147	198.189.255.74	80	1	GET	imgs.sfgate.com	/c/pictures/2009/11/15/sp-SPORTS_FBN_CH_0500848759_part2.jpg	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	20660	200	OK	-	-	(empty)	-	-	-	-	-	-	FPUvGAdrVMa2FjRRh	-	image/jpeg
1258398137.283828	C36Jv33Ue7sq8S2yA7	192.168.1.102	3150	208.184.36.73	80	1	GET	secure-us.imrworldwide.com	/cgi-bin/m?ci=us-ade&cg=12105&cc=1&rnd=519154495233775900	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	82	302	Found	-	-	(empty)	-	-	-	-	-	-	FKp9f74op3SiFazhBl	-	text/plain
1258398137.319555	Cp4kma3uOrEs1BBTx7	192.168.1.102	3151	74.202.67.143	80	1	GET	contribute.sfgate.com	/ver1.0/Content/images/store/8/6/88ed4f4b-cf10-434f-b672-5a879772a9b5.Small.jpg	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1607	200	OK	-	-	(empty)	-	-	-	-	-	-	FA9ZEY2Idd3m5q5Btf	-	image/jpeg
1258398137.368275	CU0uLR3HFRHBWr23sj	192.168.1.102	3158	198.189.255.74	80	1	GET	d7.zedo.com	/bar/v15-300/d3/jsc/fm.js?c=8/1&f=&n=1073&r=5&d=9&q=&s=1&z=0.19369320294660686	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1863	200	OK	-	-	(empty)	-	-	-	-	-	-	FM5wO83DesluJgFgYg	-	text/plain
1258398137.360531	CP02S636IdqGUSZ6x8	192.168.1.102	3153	74.202.67.143	80	1	GET	contribute.sfgate.com	/ver1.0/Content/images/store/4/3/c44b0a7b-7005-4ac7-b3da-8bb9e5d500a8.Small.jpg	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	2378	200	OK	-	-	(empty)	-	-	-	-	-	-	FUaKC43AEMzoJMW1bj	-	image/jpeg
1258398137.359781	CL7Hfm4RXu1FhJoMKb	192.168.1.102	3152	74.202.67.143	80	1	GET	contribute.sfgate.com	/ver1.0/Content/images/store/12/7/ac2f86c7-6ee6-455e-a715-78b3bd9ef898.Small.jpg	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	2274	200	OK	-	-	(empty)	-	-	-	-	-	-	Fw0slJ3PZDKA1hvQpb	-	image/jpeg
1258398137.362279	C7U7nWaXpvgs8Wz9k	192.168.1.102	3154	74.202.67.143	80	1	GET	contribute.sfgate.com	/ver1.0/Content/images/store/3/7/a39d4a85-c3fc-4140-a75e-4c56db28f296.Small.jpg	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	2412	200	OK	-	-	(empty)	-	-	-	-	-	-	F6vVJO2F6gEoQAvyBk	-	image/jpeg
1258398137.364528	Cjvd2f3LW8NHOoQe6i	192.168.1.102	3156	74.202.67.143	80	1	GET	contribute.sfgate.com	/ver1.0/Content/images/store/10/6/ca16b101-fc1d-4dc1-b6c8-bc8089bb1a21.Small.jpg	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	2447	200	OK	-	-	(empty)	-	-	-	-	-	-	FuGpsU2JrDvyGQGBah	-	image/jpeg
1258398137.363529	CQryLe3rb5swuJzbV7	192.168.1.102	3155	74.202.67.143	80	1	GET	contribute.sfgate.com	/ver1.0/Content/images/store/15/12/bf8e5d9b-c284-43dd-bc4f-7c90ed5c3e6c.Small.jpg	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	2409	200	OK	-	-	(empty)	-	-	-	-	-	-	FFJm2q4nu5283GDg93	-	image/jpeg
1258398137.464716	CAKXuL4gQX4Hyyx42	192.168.1.102	3124	198.189.255.74	80	3	GET	imgs.sfgate.com	/graphics/utils/rss_square_16x16.png	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	695	200	OK	-	-	(empty)	-	-	-	-	-	-	F0WVFw1yMZWPMDk1fi	-	image/png
1258398137.551024	CImtr9DpuDUa3C0ad	192.168.1.102	3118	198.189.255.74	80	5	-	-	-	-	1.1	-	0	1071	200	OK	-	-	(empty)	-	-	-	-	-	-	FgW1bn27CcKkb9zwyd	-	image/png
1258398137.615120	CX2at12cIumqZ0OPv1	192.168.1.102	3159	198.189.255.89	80	1	GET	d3.zedo.com	/jsc/d3/ff2.html?n=933;c=3;s=1;d=15;w=1;h=1	http://d13.zedo.com/jsc/d3/zpu.html?f=1;z=2-108	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1702	200	OK	-	-	(empty)	-	-	-	-	-	-	Fe66Fr1tbkifPirG3c	-	text/html
1258398137.610376	CSJO8j2gZQEelvBXUk	192.168.1.102	3146	198.189.255.74	80	2	GET	imgs.sfgate.com	/c/pictures/2009/11/15/sp-Sharks_Blackh_0500848996_part2.jpg	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	19598	200	OK	-	-	(empty)	-	-	-	-	-	-	FyA7rx2odt3wWSkNfc	-	image/jpeg
1258398137.616120	CwrOSD2stCctkzWUp4	192.168.1.102	3145	198.189.255.74	80	2	GET	imgs.sfgate.com	/c/pictures/2009/11/15/sp-Stanford_Rutg_0500847446_part2.jpg	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	17854	200	OK	-	-	(empty)	-	-	-	-	-	-	FCr7yH1JwIpTNDxF45	-	image/jpeg
1258398137.804005	CAKXuL4gQX4Hyyx42	192.168.1.102	3124	198.189.255.74	80	4	GET	imgs.sfgate.com	/graphics/contentpromos/centerpiece_pause.gif	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	466	200	OK	-	-	(empty)	-	-	-	-	-	-	FIPjJs1LVmKDRKIez2	-	image/gif
1258398137.816081	CImtr9DpuDUa3C0ad	192.168.1.102	3118	198.189.255.74	80	6	-	-	-	-	1.1	-	0	370	200	OK	-	-	(empty)	-	-	-	-	-	-	Fcduni4v8p2PvmUgLi	-	image/gif
1258398137.813251	CWAduH34nMOSAxUjma	192.168.1.102	3133	96.7.157.95	80	2	GET	ads.undertone.com	/ajs.php?&zoneid=186&cb=35310319539&exclude=,&loc=http://www.sfgate.com/sports/&referer=http://www.sfgate.com/	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	0	302	Moved Temporarily	-	-	(empty)	-	-	-	-	-	-	-	-	-
1258398137.807996	Cp4kma3uOrEs1BBTx7	192.168.1.102	3151	74.202.67.143	80	2	GET	contribute.sfgate.com	/ver1.0/Content/images/store/6/1/d63ba342-0310-4f99-9126-eff8d3aabe30.Small.jpg	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	2462	200	OK	-	-	(empty)	-	-	-	-	-	-	FBCt7z1dEqW3KIzb4j	-	image/jpeg
1258398137.814491	CL7Hfm4RXu1FhJoMKb	192.168.1.102	3152	74.202.67.143	80	2	GET	contribute.sfgate.com	/ver1.0/Content/images/store/5/10/a5691979-1c01-4daf-8a85-2449f940fe06.Small.jpg	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	2364	200	OK	-	-	(empty)	-	-	-	-	-	-	Foplg12WOCZas2n25l	-	image/jpeg
1258398137.813992	CP02S636IdqGUSZ6x8	192.168.1.102	3153	74.202.67.143	80	2	GET	contribute.sfgate.com	/ver1.0/Content/images/store/1/5/91078dc9-5ec0-481b-954d-3c3da9421910.Small.jpg	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	2188	200	OK	-	-	(empty)	-	-	-	-	-	-	FIF4612tmEZAasemu1	-	image/jpeg
1258398137.807003	CJHJ9s2hhbqAdXiBQc	192.168.1.102	3160	208.184.36.73	80	1	GET	secure-us.imrworldwide.com	/cgi-bin/m1?ci=us-ade&cg=12105&cc=1&rnd=519154495233775900&ja=1	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	44	200	OK	-	-	(empty)	-	-	-	-	-	-	FdZepx416zrdvbgr7b	-	image/gif
1258398137.965651	CAKXuL4gQX4Hyyx42	192.168.1.102	3124	198.189.255.74	80	5	GET	imgs.sfgate.com	/graphics/utils/vertical_dots_300-306-300.gif	http://imgs.sfgate.com/css1256763033/sports/css/sports.css	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	87	200	OK	-	-	(empty)	-	-	-	-	-	-	FLIdi413uQVUPitmm6	-	image/gif
1258398137.966896	CjxUTA1NuavDO6O0Og	192.168.1.102	3144	198.189.255.74	80	2	GET	imgs.sfgate.com	/graphics/contentpromos/centerpiece_tab1a.gif	http://imgs.sfgate.com/css1256763033/sports/css/sports.css	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	292	200	OK	-	-	(empty)	-	-	-	-	-	-	FKXjSz1IRPIcwDwQy5	-	image/gif
1258398137.990633	Cn4gV922LnqVzgE4Ik	192.168.1.102	3161	198.189.255.73	80	1	GET	ak1.abmr.net	/is/ads.undertone.com?U=/ajs.php&V=3-tDOK772AY/lVk0mpyEjp2kLxt2yrpr+f0U7gv284InZ9ZTNG+CZf7PO2p64SyHbN&I=F384A552D16280F&D=undertone.com&01AD=1&&zoneid=186&cb=35310319539&exclude=,&loc=http://www.sfgate.com/sports/&referer=http://www.sfgate.com/	http://www.sfgate.com/sports/	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	0	302	Moved Temporarily	-	-	(empty)	-	-	-	-	-	-	-	-	-
1258398138.058683	CImtr9DpuDUa3C0ad	192.168.1.102	3118	198.189.255.74	80	7	-	-	-	-	1.1	-	0	174	200	OK	-	-	(empty)	-	-	-	-	-	-	F1vIa948MzIQJMFlo2	-	image/gif
1258398138.074580	CX2at12cIumqZ0OPv1	192.168.1.102	3159	198.189.255.89	80	2	GET	d3.zedo.com	/jsc/blt.js	http://d3.zedo.com/jsc/d3/ff2.html?n=933;c=3;s=1;d=15;w=1;h=1	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1177	200	OK	-	-	(empty)	-	-	-	-	-	-	FGmEeB4Jeu3YN79Gub	-	text/plain
1258398138.075578	CIaAVS17NuaPYFPrRh	192.168.1.102	3162	63.211.147.11	80	1	GET	h.zedo.com	/init/0.9294697906946799/g.gif	http://d3.zedo.com/jsc/d3/ff2.html?n=933;c=3;s=1;d=15;w=1;h=1	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	42	200	OK	-	-	(empty)	-	-	-	-	-	-	FT21J62QoUZJ1NwStc	-	image/gif
1258398138.157776	CAKXuL4gQX4Hyyx42	192.168.1.102	3124	198.189.255.74	80	6	GET	imgs.sfgate.com	/graphics/contentpromos/centerpiece_tabcorner.gif	http://imgs.sfgate.com/css1256763033/sports/css/sports.css	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	108	200	OK	-	-	(empty)	-	-	-	-	-	-	F7XDtP3n22In8bQRm6	-	image/gif
